subject,relation,object
hoop,hypernym,skeleton
hoop,hypernym,frame
hoop,hypernym,band
hoop,hyponym,collar
hoop,hyponym,tire
hoop,hyponym,rim
hoop,synonym,ring
hoop,part_holonym,barrel
hoop,hypernym,goal
hoop,synonym,basket
sun,hypernym,light
sun,synonym,sunlight
sun,synonym,sunshine
sun,hypernym,star
recliner,hypernym,armchair
hubcap,hypernym,cap
gentleman,hypernym,man
gentleman,synonym,man
buckets,hypernym,vessel
buckets,synonym,bucket
buckets,synonym,pail
goods,hyponym,product
license,hypernym,instrument
papers,hypernym,writing
papers,hyponym,platform
papers,hyponym,instrument
papers,hyponym,copyright
papers,hyponym,enclosure
papers,hypernym,material
papers,hypernym,stuff
papers,hyponym,card
papers,hyponym,sheet
papers,hyponym,cardboard
papers,hyponym,tissue
papers,hyponym,wallpaper
papers,hyponym,pad
papers,hyponym,tablet
papers,hyponym,newspaper
papers,synonym,paper
papers,hyponym,rag
papers,synonym,newspaper
papers,part_meronym,column
papers,part_meronym,strip
papers,hypernym,product
pilot,hypernym,flyer
pilot,hypernym,model
pilot,synonym,fender
pilot,part_holonym,locomotive
pilot,part_holonym,engine
family,hypernym,unit
family,synonym,house
family,synonym,home
family,hyponym,couple
family,hyponym,match
family,hyponym,stamp
family,hypernym,line
family,hypernym,blood
family,hyponym,people
family,hyponym,name
family,hyponym,house
tier,synonym,level
tier,hypernym,worker
tier,hypernym,rope
tier,hypernym,layer
tier,hypernym,bed
puddle,hypernym,water
puddle,synonym,pool
puddle,hypernym,place
puddle,hypernym,spot
symbol,hypernym,signal
symbol,hypernym,sign
symbol,hyponym,item
symbol,hyponym,mark
symbol,hyponym,brand
symbol,hyponym,stain
symbol,hyponym,stamp
symbol,hyponym,icon
symbol,hyponym,numeral
symbol,hyponym,number
symbol,hyponym,mantle
symbol,hyponym,nose
symbol,hyponym,marker
symbol,hyponym,marking
symbol,hyponym,emblem
filling,hypernym,material
filling,hypernym,stuff
filling,hyponym,cement
filling,hypernym,thread
filling,hypernym,yarn
wheels,hypernym,machine
wheels,hyponym,roller
wheels,hyponym,gear
wheels,synonym,wheel
wheels,part_meronym,rim
wheels,synonym,rack
wheels,synonym,bicycle
wheels,synonym,bike
wheels,synonym,cycle
wheels,part_meronym,chain
wheels,part_meronym,handlebar
wheels,part_meronym,saddle
wheels,part_meronym,kickstand
wheels,part_meronym,pedal
litter,hypernym,trash
litter,hyponym,sedan
litter,hypernym,material
litter,hypernym,stuff
litter,synonym,bedding
windscreen,hypernym,screen
windscreen,synonym,windshield
windscreen,part_holonym,airplane
windscreen,part_holonym,aeroplane
windscreen,part_holonym,plane
metal,hyponym,iron
metal,hyponym,tin
metal,hyponym,steel
biscuit,hypernym,cake
biscuit,hyponym,brownie
biscuit,synonym,cookie
cuff,hypernym,lap
cuff,part_holonym,leg
cuff,part_holonym,sleeve
cuff,part_holonym,arm
tents,hypernym,shelter
tents,hyponym,pavilion
tents,hyponym,marquee
tents,hyponym,canvas
tents,synonym,tent
tents,part_meronym,guy
stadium,hypernym,structure
stadium,hypernym,construction
stadium,hyponym,dome
stadium,hyponym,park
stadium,synonym,bowl
stadium,synonym,arena
stadium,part_meronym,field
stadium,part_meronym,stand
leaf,hyponym,pad
leaf,hyponym,frond
leaf,hyponym,greenery
leaf,hyponym,pitcher
leaf,hyponym,scale
leaf,hyponym,blade
leaf,synonym,foliage
leaf,hypernym,sheet
leaf,hyponym,page
leaf,hypernym,section
clothes,hypernym,clothing
clothes,synonym,dress
sunflowers,hypernym,flower
sunflowers,synonym,sunflower
tattoos,synonym,tattoo
tattoos,hypernym,design
tattoos,hypernym,pattern
tattoos,hypernym,figure
tattoos,hypernym,decoration
eyelash,hypernym,hair
eyelash,part_holonym,lid
pupil,synonym,student
pupil,hyponym,boarder
grounds,hypernym,information
grounds,hyponym,sign
grounds,hyponym,track
grounds,hyponym,trail
grounds,hypernym,field
grounds,hyponym,backyard
grounds,hyponym,playground
grounds,hyponym,garden
grounds,synonym,yard
grounds,hypernym,object
grounds,hyponym,plain
grounds,hyponym,field
grounds,hyponym,island
grounds,hyponym,forest
grounds,hyponym,floor
grounds,hyponym,cape
grounds,hyponym,neck
grounds,synonym,land
grounds,synonym,earth
grounds,synonym,ground
grounds,part_holonym,earth
grounds,part_holonym,globe
grounds,hypernym,material
grounds,hypernym,stuff
grounds,hyponym,soil
grounds,hyponym,dirt
grounds,hypernym,foundation
grounds,hypernym,view
grounds,hypernym,scene
grounds,synonym,background
grounds,hyponym,bottom
grounds,hyponym,turf
grounds,synonym,soil
grounds,hypernym,connector
grounds,hypernym,surface
grounds,hyponym,couch
juice,hyponym,gravy
boards,synonym,board
boards,synonym,plank
boards,part_meronym,knot
boards,hypernym,sheet
boards,hyponym,skateboard
boards,hyponym,snowboard
boards,hyponym,surfboard
boards,hyponym,scoreboard
boards,hyponym,pallet
boards,synonym,table
boards,hypernym,display
boards,hypernym,table
boards,hyponym,dashboard
boards,synonym,panel
boards,synonym,card
boards,hypernym,surface
squirrel,hypernym,fur
icons,hypernym,symbol
icons,synonym,icon
icons,hyponym,graphic
icons,hyponym,reflection
icons,hyponym,foil
icons,synonym,picture
icons,synonym,image
icons,hypernym,painting
icons,hypernym,picture
smiling,synonym,smile
radio,part_holonym,radio
radio,part_meronym,radio
buttons,synonym,button
buttons,hypernym,switch
buttons,hyponym,bell
buttons,hypernym,badge
buttons,hypernym,device
t,hypernym,base
t,hypernym,letter
feathers,hyponym,down
feathers,synonym,feather
feathers,part_meronym,vane
feathers,part_holonym,bird
feathers,part_holonym,row
wing,hyponym,halter
wing,part_holonym,bird
wing,part_holonym,angel
wing,part_holonym,bat
wing,hypernym,surface
wing,part_meronym,flap
wing,part_meronym,flaps
wing,part_holonym,airplane
wing,part_holonym,aeroplane
wing,part_holonym,plane
wing,hypernym,stage
wing,hypernym,formation
wing,hypernym,place
wing,hypernym,portion
wing,hypernym,barrier
wing,synonym,fender
wing,part_holonym,car
wing,part_holonym,automobile
wing,part_holonym,machine
wing,part_holonym,building
images,hyponym,picture
